process_id,process_type,selling_wcard,selling_wcash,buyback,date,hour
189,K.Kartlı Satış,44.99,blank,0.0,2015-01-06,16:23:27
190,Nakit Satış,0.0,4.99,0.0,2015-01-06,16:37:23
191,Nakit Satış,0.0,59.99,0.0,2015-01-06,16:48:58
192,Nakit Satış,0.0,9.99,0.0,2015-01-06,16:51:22
193,Nakit Satış,0.0,39.99,0.0,2015-01-06,16:55:04
194,Nakit Satış,0.0,39.98,0.0,2015-01-06,16:57:12
195,Nakit Satış,0.0,59.99,0.0,2015-01-06,17:37:43
196,Nakit Satış,0.0,39.99,0.0,2015-01-06,17:38:09
197,Nakit Satış,0.0,3.0,0.0,2015-01-06,17:40:01
198,K.Kartlı Satış,34.98,blank,0.0,2015-01-06,17:44:26
199,Nakit Satış,0.0,29.99,0.0,2015-01-06,17:48:21
200,Nakit Satış,0.0,14.99,0.0,2015-01-06,18:02:35
201,Nakit Satış,0.0,69.99,0.0,2015-01-06,18:10:41
202,K.Kartlı Satış,29.99,blank,0.0,2015-01-06,18:53:00
203,Nakit Satış,0.0,109.97,0.0,2015-01-06,18:54:17
204,Nakit Satış,0.0,14.99,0.0,2015-01-06,19:09:58
205,K.Kartlı Satış,69.99,blank,0.0,2015-01-06,20:25:40
206,Nakit Satış,0.0,3.0,0.0,2015-01-06,20:26:20
207,Nakit Satış,0.0,19.99,0.0,2015-01-06,20:29:25
208,Nakit Satış,0.0,19.99,0.0,2015-01-07,09:24:07
209,Nakit Satış,0.0,79.99,0.0,2015-01-07,09:57:59
210,Nakit Satış,0.0,14.99,0.0,2015-01-07,10:21:24
211,Nakit Satış,0.0,64.97,0.0,2015-01-07,12:11:31
212,Nakit Satış,0.0,19.99,0.0,2015-01-07,12:50:13
213,K.Kartlı Satış,109.98,blank,0.0,2015-01-07,13:27:15
214,Nakit Satış,0.0,19.99,0.0,2015-01-07,13:47:15
215,K.Kartlı Satış,17.99,blank,0.0,2015-01-07,13:53:12
216,Nakit Satış,0.0,14.99,0.0,2015-01-07,14:11:22
217,Nakit Satış,0.0,74.99,0.0,2015-01-07,14:19:34
218,Nakit Satış,0.0,19.99,0.0,2015-01-07,14:39:37
219,Nakit Satış,0.0,29.99,0.0,2015-01-07,15:25:50
220,Nakit Satış,0.0,34.98,0.0,2015-01-07,16:01:08
221,Nakit Satış,0.0,19.99,0.0,2015-01-07,16:02:48
222,Nakit Satış,0.0,39.98,0.0,2015-01-07,16:12:00
223,M.iade,0.0,0.0,29.99,2015-01-07,16:16:29
224,Nakit Satış,0.0,34.99,0.0,2015-01-07,16:17:41
225,Nakit Satış,0.0,99.98,0.0,2015-01-07,16:49:14
226,Nakit Satış,0.0,29.99,0.0,2015-01-07,16:57:33
227,Nakit Satış,0.0,19.99,0.0,2015-01-07,17:00:23
228,Nakit Satış,0.0,35.98,0.0,2015-01-07,17:21:57
229,Nakit Satış,0.0,24.99,0.0,2015-01-07,17:40:08
230,Nakit Satış,0.0,59.99,0.0,2015-01-07,18:20:44
231,K.Kartlı Satış,54.98,blank,0.0,2015-01-07,18:44:59
232,Nakit Satış,0.0,39.99,0.0,2015-01-07,19:11:38
233,K.Kartlı Satış,29.98,blank,0.0,2015-01-07,19:44:35
234,K.Kartlı Satış,49.98,blank,0.0,2015-01-07,19:46:15
235,Nakit Satış,0.0,14.99,0.0,2015-01-08,10:36:26
236,K.Kartlı Satış,59.98,blank,0.0,2015-01-08,11:25:47
237,Nakit Satış,0.0,39.99,0.0,2015-01-08,11:26:16
238,Nakit Satış,0.0,4.99,0.0,2015-01-08,11:27:18
239,Nakit Satış,0.0,34.99,0.0,2015-01-08,13:17:36
240,Nakit Satış,0.0,59.99,0.0,2015-01-08,13:39:53
241,Nakit Satış,0.0,39.99,0.0,2015-01-08,14:02:17
242,K.Kartlı Satış,19.99,blank,0.0,2015-01-08,14:31:37
243,Nakit Satış,0.0,19.99,0.0,2015-01-08,14:57:22
244,Nakit Satış,0.0,54.98,0.0,2015-01-08,15:07:04
245,K.Kartlı Satış,58.99,blank,0.0,2015-01-08,15:31:01
246,Nakit Satış,0.0,6.0,0.0,2015-01-08,15:52:07
247,Nakit Satış,0.0,19.99,0.0,2015-01-08,16:22:35
248,K.Kartlı Satış,59.99,blank,0.0,2015-01-08,16:53:48
249,Nakit Satış,0.0,14.99,0.0,2015-01-08,16:54:19
250,Nakit Satış,0.0,24.99,0.0,2015-01-08,16:55:02
251,Nakit Satış,0.0,14.99,0.0,2015-01-08,16:55:52
252,Nakit Satış,0.0,9.99,0.0,2015-01-08,17:09:28
253,Nakit Satış,0.0,29.99,0.0,2015-01-08,17:10:52
254,K.Kartlı Satış,9.99,blank,0.0,2015-01-08,17:11:52
255,K.Kartlı Satış,19.99,blank,0.0,2015-01-08,17:13:06
256,K.Kartlı Satış,99.97,blank,0.0,2015-01-08,17:16:02
257,M.iade,0.0,0.0,49.99,2015-01-08,17:20:53
258,Nakit Satış,0.0,49.97,0.0,2015-01-08,17:21:02
259,Nakit Satış,0.0,10.0,0.0,2015-01-08,17:27:58
260,Nakit Satış,0.0,9.98,0.0,2015-01-08,17:34:52
261,Nakit Satış,0.0,59.99,0.0,2015-01-08,17:35:51
262,K.Kartlı Satış,189.96,blank,0.0,2015-01-08,18:37:53
263,Nakit Satış,0.0,7.0,0.0,2015-01-08,19:12:32
264,Nakit Satış,0.0,34.99,0.0,2015-01-08,20:02:41
265,Nakit Satış,0.0,24.99,0.0,2015-01-08,20:13:13
266,K.Kartlı Satış,204.97,blank,0.0,2015-01-09,10:37:10
267,Nakit Satış,0.0,35.0,0.0,2015-01-09,11:00:16
268,Nakit Satış,0.0,49.99,0.0,2015-01-09,12:20:03
269,M.iade,0.0,0.0,14.99,2015-01-09,12:25:40
270,M.iade,0.0,0.0,14.99,2015-01-09,12:26:13
271,Nakit Satış,0.0,29.99,0.0,2015-01-09,12:26:20
272,K.Kartlı Satış,37.98,blank,0.0,2015-01-09,12:29:14
273,Nakit Satış,0.0,7.0,0.0,2015-01-09,12:30:35
274,K.Kartlı Satış,29.99,blank,0.0,2015-01-09,12:31:19
275,K.Kartlı Satış,19.99,blank,0.0,2015-01-09,12:32:58
276,Nakit Satış,0.0,4.99,0.0,2015-01-09,12:39:05
277,Nakit Satış,0.0,19.0,0.0,2015-01-09,12:44:45
278,Nakit Satış,0.0,29.99,0.0,2015-01-09,12:49:38
279,Nakit Satış,0.0,29.99,0.0,2015-01-09,13:22:38
280,K.Kartlı Satış,39.98,25.0,0.0,2015-01-09,13:27:19
281,Nakit Satış,0.0,74.98,0.0,2015-01-09,13:28:41
282,Nakit Satış,0.0,14.99,0.0,2015-01-09,13:35:02
283,K.Kartlı Satış,29.99,blank,0.0,2015-01-09,14:37:23
284,Nakit Satış,0.0,32.99,0.0,2015-01-09,14:38:08
285,K.Kartlı Satış,29.99,blank,0.0,2015-01-09,14:48:20
286,Nakit Satış,0.0,14.99,0.0,2015-01-09,15:14:22
287,Nakit Satış,0.0,37.99,0.0,2015-01-09,15:16:31
288,Nakit Satış,0.0,19.99,0.0,2015-01-09,15:19:13
289,Nakit Satış,0.0,33.99,0.0,2015-01-09,15:20:27
290,K.Kartlı Satış,54.99,blank,0.0,2015-01-09,15:33:18
291,M.iade,0.0,0.0,14.99,2015-01-09,15:45:28
292,M.iade,0.0,0.0,14.99,2015-01-09,15:45:36
293,Nakit Satış,0.0,34.99,0.0,2015-01-09,15:46:41
294,Nakit Satış,0.0,38.99,0.0,2015-01-09,15:59:35
295,K.Kartlı Satış,19.99,blank,0.0,2015-01-09,16:00:43
296,K.Kartlı Satış,29.99,blank,0.0,2015-01-09,16:13:37
297,K.Kartlı Satış,89.98,blank,0.0,2015-01-09,16:16:51
298,Nakit Satış,0.0,39.99,0.0,2015-01-09,16:17:30
299,K.Kartlı Satış,109.98,blank,0.0,2015-01-09,16:31:05
300,K.Kartlı Satış,14.99,blank,0.0,2015-01-09,16:35:50
301,K.Kartlı Satış,129.98,blank,0.0,2015-01-09,16:48:02
302,Nakit Satış,0.0,29.99,0.0,2015-01-09,16:49:17
303,Nakit Satış,0.0,14.99,0.0,2015-01-09,16:52:07
304,K.Kartlı Satış,29.99,blank,0.0,2015-01-09,17:02:44
305,Nakit Satış,0.0,29.99,0.0,2015-01-09,17:21:33
306,K.Kartlı Satış,39.99,blank,0.0,2015-01-09,17:41:23
307,K.Kartlı Satış,29.99,blank,0.0,2015-01-09,17:48:02
308,K.Kartlı Satış,59.98,blank,0.0,2015-01-09,17:51:17
309,Nakit Satış,0.0,9.99,0.0,2015-01-09,17:51:41
310,Nakit Satış,0.0,7.99,0.0,2015-01-09,18:48:17
311,Nakit Satış,0.0,59.98,0.0,2015-01-09,18:59:33
312,K.Kartlı Satış,14.99,blank,0.0,2015-01-09,19:18:42
313,Nakit Satış,0.0,59.99,0.0,2015-01-09,19:49:29
314,K.Kartlı Satış,24.99,blank,0.0,2015-01-09,19:55:10
315,K.Kartlı Satış,39.98,blank,0.0,2015-01-09,20:01:11
316,K.Kartlı Satış,84.98,blank,0.0,2015-01-09,20:03:20
317,K.Kartlı Satış,74.98,blank,0.0,2015-01-09,20:04:16
318,K.Kartlı Satış,19.99,blank,0.0,2015-01-09,20:10:39
319,K.Kartlı Satış,34.99,blank,0.0,2015-01-10,11:54:45
320,Nakit Satış,0.0,59.97,0.0,2015-01-10,12:11:34
321,Nakit Satış,0.0,19.99,0.0,2015-01-10,12:55:18
322,Nakit Satış,0.0,59.98,0.0,2015-01-10,13:12:06
323,Nakit Satış,0.0,29.99,0.0,2015-01-10,13:32:03
324,K.Kartlı Satış,109.98,blank,0.0,2015-01-10,13:36:13
325,K.Kartlı Satış,34.99,blank,0.0,2015-01-10,13:47:40
326,K.Kartlı Satış,89.98,blank,0.0,2015-01-10,13:48:52
327,Nakit Satış,0.0,29.99,0.0,2015-01-10,13:52:45
328,K.Kartlı Satış,69.99,blank,0.0,2015-01-10,13:54:05
329,Nakit Satış,0.0,29.99,0.0,2015-01-10,13:55:45
330,Nakit Satış,0.0,59.98,0.0,2015-01-10,13:58:08
331,Nakit Satış,0.0,9.99,0.0,2015-01-10,13:58:28
332,Nakit Satış,0.0,74.97,0.0,2015-01-10,14:00:12
333,Nakit Satış,0.0,99.0,0.0,2015-01-10,14:19:40
334,Nakit Satış,0.0,49.98,0.0,2015-01-10,14:32:28
335,K.Kartlı Satış,59.99,blank,0.0,2015-01-10,14:34:52
336,K.Kartlı Satış,74.97,blank,0.0,2015-01-10,14:51:52
337,Nakit Satış,0.0,55.98,0.0,2015-01-10,15:05:47
338,Nakit Satış,0.0,9.99,0.0,2015-01-10,15:06:26
339,K.Kartlı Satış,49.97,blank,0.0,2015-01-10,15:07:33
340,Nakit Satış,0.0,79.98,0.0,2015-01-10,15:36:44
341,M.iade,0.0,0.0,14.99,2015-01-10,15:41:43
342,Nakit Satış,0.0,14.99,0.0,2015-01-10,15:41:45
343,Nakit Satış,0.0,29.99,0.0,2015-01-10,16:22:37
344,Nakit Satış,0.0,14.99,0.0,2015-01-10,16:26:00
345,Nakit Satış,0.0,3.0,0.0,2015-01-10,16:27:08
346,Nakit Satış,0.0,49.98,0.0,2015-01-10,16:29:43
347,K.Kartlı Satış,34.99,blank,0.0,2015-01-10,16:54:24
348,K.Kartlı Satış,59.99,blank,0.0,2015-01-10,16:59:13
349,K.Kartlı Satış,59.99,blank,0.0,2015-01-10,17:04:11
350,K.Kartlı Satış,109.96,15.0,0.0,2015-01-10,17:08:06
351,Nakit Satış,0.0,19.99,0.0,2015-01-10,17:09:04
352,K.Kartlı Satış,38.99,blank,0.0,2015-01-10,17:20:04
353,K.Kartlı Satış,74.98,blank,0.0,2015-01-10,17:24:34
354,Nakit Satış,0.0,19.99,0.0,2015-01-10,17:27:48
355,K.Kartlı Satış,34.99,blank,0.0,2015-01-10,17:48:25
356,Nakit Satış,0.0,19.99,0.0,2015-01-10,18:01:24
357,Nakit Satış,0.0,4.99,0.0,2015-01-10,18:02:20
358,K.Kartlı Satış,84.97,blank,0.0,2015-01-10,18:18:02
359,K.Kartlı Satış,99.97,5.0,0.0,2015-01-10,18:30:23
360,K.Kartlı Satış,69.98,blank,0.0,2015-01-10,18:46:58
361,K.Kartlı Satış,14.99,blank,0.0,2015-01-10,18:47:48
362,K.Kartlı Satış,64.98,blank,0.0,2015-01-10,18:49:01
363,Nakit Satış,0.0,28.99,0.0,2015-01-10,18:51:12
364,Nakit Satış,0.0,9.99,0.0,2015-01-10,19:20:21
365,Nakit Satış,0.0,89.98,0.0,2015-01-10,20:12:33
366,Nakit Satış,0.0,24.99,0.0,2015-01-10,20:13:24
367,K.Kartlı Satış,119.97,blank,0.0,2015-01-10,20:28:47
368,Nakit Satış,0.0,79.98,0.0,2015-01-10,20:39:12
369,Nakit Satış,0.0,3.0,0.0,2015-01-10,20:42:09
370,Nakit Satış,0.0,6.0,0.0,2015-01-10,20:44:14
371,K.Kartlı Satış,29.99,blank,0.0,2015-01-10,20:54:25
372,K.Kartlı Satış,57.99,blank,0.0,2015-01-11,09:35:29
373,Nakit Satış,0.0,24.99,0.0,2015-01-11,11:09:46
374,Nakit Satış,0.0,94.97,0.0,2015-01-11,11:13:16
375,Nakit Satış,0.0,19.99,0.0,2015-01-11,11:53:24
376,K.Kartlı Satış,9.99,blank,0.0,2015-01-11,12:18:29
377,K.Kartlı Satış,9.99,blank,0.0,2015-01-11,12:19:27
378,K.Kartlı Satış,119.99,blank,0.0,2015-01-11,13:10:14
379,Nakit Satış,0.0,29.99,0.0,2015-01-11,13:22:27
380,Nakit Satış,0.0,9.99,0.0,2015-01-11,13:25:13
381,Nakit Satış,0.0,3.0,0.0,2015-01-11,13:49:18
382,K.Kartlı Satış,44.98,blank,0.0,2015-01-11,14:29:43
383,K.Kartlı Satış,84.98,blank,0.0,2015-01-11,14:47:07
384,Nakit Satış,0.0,49.99,0.0,2015-01-11,14:50:02
385,Nakit Satış,0.0,54.98,0.0,2015-01-11,14:54:20
386,K.Kartlı Satış,52.98,blank,0.0,2015-01-11,15:22:53
387,Nakit Satış,0.0,59.99,0.0,2015-01-11,15:23:03
388,Nakit Satış,0.0,9.99,0.0,2015-01-11,15:37:30
389,M.iade,0.0,0.0,29.99,2015-01-11,15:54:58
390,K.Kartlı Satış,74.97,blank,0.0,2015-01-11,15:58:25
391,Nakit Satış,0.0,19.99,0.0,2015-01-11,15:59:34
392,M.iade,0.0,0.0,29.99,2015-01-11,16:02:11
393,Nakit Satış,0.0,29.99,0.0,2015-01-11,16:02:27
394,Nakit Satış,0.0,29.99,0.0,2015-01-11,16:05:21
395,Nakit Satış,0.0,9.99,0.0,2015-01-11,16:17:52
396,Nakit Satış,0.0,39.99,0.0,2015-01-11,16:21:44
397,Nakit Satış,0.0,19.99,0.0,2015-01-11,16:25:03
398,Nakit Satış,0.0,29.99,0.0,2015-01-11,16:30:42
399,Nakit Satış,0.0,19.99,0.0,2015-01-11,16:34:19
400,Nakit Satış,0.0,44.98,0.0,2015-01-11,16:42:04
401,Nakit Satış,0.0,39.99,0.0,2015-01-11,17:09:45
402,Nakit Satış,0.0,94.98,0.0,2015-01-11,17:23:43
403,Nakit Satış,0.0,19.99,0.0,2015-01-11,17:39:46
404,K.Kartlı Satış,84.97,blank,0.0,2015-01-11,17:53:54
405,K.Kartlı Satış,29.99,blank,0.0,2015-01-11,17:58:19
406,K.Kartlı Satış,124.99,blank,0.0,2015-01-11,18:09:18
407,Nakit Satış,0.0,4.99,0.0,2015-01-11,18:13:36
